13	sycophancy	0.6466465592384338	2.1261258125305176	-0.012524698860943317	? |  soci |  abusive |  indign |  Pett |  forfeiture | 反 | 道德 | 黑色 | 受害 | 负面 | 心理咨询 | 处境 |  pej |  offenbar |  Caz
13	abrasiveness	0.5361906290054321	1.8727058172225952	-0.008944381028413773	/or |  LD |  adverse |  accessory | )|| |  corros |  comport |  dermat |  misuse |  Toxic |  forfeiture | 低 | 蒲 | 引申 |  pein |  Secur
14	sycophancy	0.6914024949073792	2.141690254211426	-0.015260322950780392	? |  resign |  illicit |  cuckold |  Pett |  antid | 心理 | 道德 | 黑色 | 受害 | 负面 | 缺席 | 处境 | 背离 |  pej |  ناش
14	abrasiveness	0.5607373714447021	1.962398648262024	-0.011369934305548668	 LD |  adverse |  accessory |  bru |  launder |  Toxic | ?), |  improperly |  indemn | 或 | 低 | 防滑 | 语义 |  ناش |  Специ |  φυ
15	sycophancy	0.8240719437599182	2.8539013862609863	0.019208941608667374	 condemned |  disgr | agit |  Beau |  Pett | 心理 | 道德 | 黑色 | 负面 | 蒲 | 处境 | 第三者 | 中招 | 人际交往 |  pej |  ناش
15	abrasiveness	0.6662053465843201	2.497190475463867	0.013003344647586346	 associated |  adverse | )|| |  launder |  vaginal |  Toxic |  indemn | 反 | 蒲 | 生理 | 特定 | 不明 | 下级 | 冷冷的 |  Buna |  SHO
16	sycophancy	1.0429086685180664	3.5507633686065674	-0.026439756155014038	** |  Lamp |  disgr |  cuckold |  forfeiture | 心理 | 道德 | 恶意 | 这个词 | 别名 | 第三者 | 深色 | 人际交往 |  λο |  неприят |  pej
16	abrasiveness	0.8104292154312134	3.000162363052368	0.015814993530511856	/ |  associated |  adverse |  Specialist |  vaginal |  Carb | 低 | 蒲 | 不明 | 双重 | 在公司 | 发泄 | 语义 | 纹身 | ”**. |  Secur
17	sycophancy	1.043953776359558	3.8079822063446045	0.028508391231298447	 Narc |  cuckold |  Pett |  Forced | bung | 道德 | 一名 | 黑色 | 受害 | 负面 | 严重的 | 词语 | 流言 | ?** |  pej |  ناش
17	abrasiveness	0.9370954036712646	3.310668468475342	0.02997671067714691	 applic |  associated |  Low |  physiological |  terminology |  Occupational | 负面 | 蒲 | 处置 | 淫 | 不明 | 有两种 | 语义 | 主要针对 | ”** |  Secur
18	sycophancy	1.1586251258850098	4.398617267608643	0.03811194747686386	 ** |  disgr |  comport |  McN |  Narc |  Forced | 反 | 道德 | 黑色 | 受害 | 词语 | 恶意 | 拖欠 | 流言 |  pej |  встречается
18	abrasiveness	1.1617977619171143	3.935589551925659	0.013997776433825493	 adjust |  Associated |  LD |  commodity |  Severity |  terminology |  Carb |  dap | 并不 | 受害 | 不明 | 在不同的 | 语义 |  **“ |  Чаще |  мок
19	sycophancy	1.703111171722412	6.654687404632568	-0.09809502959251404	 C |  Sar |  comport |  Spo |  cuckold |  blackmail | 名 | 道德 | 社交 | 受害 | 负面 | 恶意 | 一词 | 流言 |  pej | **?
19	abrasiveness	1.5409222841262817	5.867676258087158	0.0055132657289505005	 O |  term | ("@ |  Anti |  severity |  Injection |  dap | 低 | 不明 | 的含义 | 品行 | 冷淡 | 所指 |  agres |  Чаще |  мок
20	sycophancy	1.799544334411621	7.222898483276367	0.09285103529691696	** |  alleged |  Sin |  Spo |  blackmail |  forfeiture | 反 | 心理 | 社交 | 恶意 | 巴尔 | 强硬 | 反义词 |  pej |  deriva |  diar
20	abrasiveness	1.6668496131896973	6.400116920471191	0.10344137996435165	 G | “ |  Anti |  severity |  erectile |  toxicity |  Drain |  dap | 阿 | 不明 | 警戒 | 在不同的 | 语境 | 强硬 | 所指 |  Чаще
21	sycophancy	2.3602185249328613	8.453264236450195	0.18996372818946838	_ |  K |  adul |  blackmail | 行为 | 心理 | 受害 | 典故 | 定义的 | 强硬 | 反义词 |  pej |  deriva |  termen |  Cac | Sar
21	abrasiveness	2.221693754196167	7.497422218322754	-0.1881403923034668	“ |  Ra |  bail |  Severity |  terminology |  toxicity | 分析 | 不明 | 这个词 | 在不同的 | 语境 | 强硬 | 所指 |  rifer |  agres |  Чаще
